-200.00000000000003	22.932261253844977	22.932261253844977	0.10701463606146559	0.10701463606146559	1.523870606234868e-8	1.523870606234868e-8	0.31634329999462263	0.31634329999462263
-199.80000233278034	22.926963892431466	22.926961525175027	0.10722167442185764	0.10722166842018173	1.5245748630057334e-8	1.5245751778293447e-8	0.3169553208972569	0.3169553031560223
-199.6000046655607	22.921392056152357	22.92138999074714	0.10742792234558972	0.10742791764906451	1.525316136726348e-8	1.525316411606837e-8	0.3175650052102156	0.31756499132704114
-199.400006998341	22.915548793678138	22.91554719602661	0.10763339212868721	0.10763338952012617	1.5260941017490414e-8	1.5260943145398495e-8	0.31817238928145464	0.31817238157033995
-199.20000933112138	22.909437160484515	22.909436079495595	0.10783809569750773	0.10783809519301679	1.526908434318607e-8	1.526908578410502e-8	0.31877750836617436	0.31877750687496514
-199.00001166390172	22.903060218472774	22.903059086300843	0.10804204481782745	0.10804204422077096	1.527758812492365e-8	1.5277589635328604e-8	0.3193803972448938	0.31938039547986574
-198.80001399668208	22.896420972952942	22.89641894356822	0.10824525112681897	0.10824524664749646	1.5286449244252432e-8	1.52864519539646e-8	0.3199810903179565	0.3199810770764884
-198.6000163294624	22.88952224609692	22.889519186121667	0.10844772586103923	0.10844771650526622	1.5295664851921395e-8	1.5295668941413074e-8	0.32057962080146185	0.3205795931449342
-198.40001866224276	22.882366830664672	22.88236332382524	0.10864948020887413	0.10864946973891551	1.530523216218908e-8	1.5305236853288676e-8	0.3211760217691207	0.32117599081916126
-198.20002099502307	22.874957524910457	22.87495412381501	0.10885052521204816	0.10885051500232572	1.5315148405175768e-8	1.5315152959243863e-8	0.321770325861091	0.32177029568037785
-198.0000233278034	22.867297134883398	22.867293697755507	0.10905087154314787	0.10905086087697248	1.5325410822669998e-8	1.5325415429612235e-8	0.322362564626321	0.3223625330962776
-197.80002566058377	22.859388567810942	22.859384792056925	0.10925052953972143	0.10925051839020042	1.5336016541715462e-8	1.5336021607788444e-8	0.3229527686233819	0.3229527356645448
-197.60002799336408	22.851234375150778	22.85123014372351	0.10944950959652777	0.10944949813808603	1.5346963186591075e-8	1.5346968870138227e-8	0.32354096857995757	0.32354093470791956
-197.40003032614445	22.842836939680463	22.84283217712265	0.1096478217443235	0.10964780930517196	1.5358248628787918e-8	1.535825503279386e-8	0.3241271941477006	0.3241271573765655
-197.20003265892478	22.834198648875095	22.83419336740705	0.10984547562590315	0.10984546153753628	1.536987075398188e-8	1.536987786380702e-8	0.324711473831422	0.32471143218507126
-197.00003499170515	22.82532189466897	22.82531627683931	0.11004248057772646	0.11004246508213332	1.5381827461486095e-8	1.538183503294239e-8	0.32529383523038824	0.32529378942419973
-196.80003732448546	22.816209073218417	22.816203398835334	0.11023884571154664	0.11023882930800964	1.5394116663709397e-8	1.5394124320552775e-8	0.32587430527961986	0.3258742567894897
-196.60003965726582	22.806862584667325	22.8068569497774	0.11043457999603776	0.11043456267288636	1.5406736285618887e-8	1.5406743898523003e-8	0.3264529104911888	0.3264528592826112
-196.40004199004613	22.79728483291477	22.797279299278443	0.11062969233842293	0.1106296744661416	1.5419684264207255e-8	1.5419691749741174e-8	0.3270296771955172	0.327029624363705
-196.2000443228265	22.787478225384287	22.787472842356088	0.11082419166610176	0.11082417408882704	1.5432958547965403e-8	1.5432965839171633e-8	0.32760463178267435	0.32760457982295915
-196.00004665560684	22.77744519894365	22.77743992769077	0.11101808697502558	0.11101807001493183	1.544655706089538e-8	1.544656421014286e-8	0.32817780084537107	0.3281777507100915
-195.80004898838715	22.767187989026354	22.767182696825863	0.11121138707378525	0.11121137074403697	1.5460478015001927e-8	1.546048520236536e-8	0.3287492104224487	0.3287491621505159
-195.6000513211675	22.756708629042564	22.756703239107306	0.1114041004034389	0.11140408459570689	1.5474719912182616e-8	1.5474727242397186e-8	0.32931888546629506	0.32931883873747264
-195.40005365394785	22.746009153795026	22.746003647139425	0.11159623509897283	0.11159621956217068	1.5489281268426598e-8	1.5489288767951678e-8	0.3298868500245295	0.3298868040965812
-195.2000559867282	22.7350916012616	22.735086016595126	0.11178779904902028	0.11178778346482889	1.5504160610753883e-8	1.55041682274842e-8	0.33045312741653604	0.33045308134848683
-195.00005831950853	22.723958012414133	22.72395244602941	0.11197879995550679	0.11197878411077662	1.5519356476819234e-8	1.551936407977969e-8	0.3310177404097796	0.3310176935715544
-194.8000606522889	22.71261043103813	22.71260507054275	0.11216924539329512	0.11216922945243978	1.5534867414519892e-8	1.5534874747241477e-8	0.33158071139612083	0.3315806642737647
-194.6000629850692	22.701050903554894	22.701045965455	0.11235914286983054	0.1123591275152923	1.5550691981604902e-8	1.5550698746847592e-8	0.33214206256813206	0.3321420171790127
-194.40006531784957	22.6892814788443	22.689277007238275	0.11254849988478584	0.11254848583805864	1.5566828745288254e-8	1.5566834880967843e-8	0.3327018160954124	0.332701774572308
-194.2000676506299	22.677304218167745	22.677300067248254	0.11273732398019554	0.11273731149514944	1.558327626798612e-8	1.5583281972667235e-8	0.33325999427278596	0.33325995736612496
-194.00006998341024	22.66512109471073	22.6651170193342	0.11292562259420416	0.11292561134273599	1.560003324486669e-8	1.5600038854764263e-8	0.3338166190879563	0.33381658582781804
-193.80007231619058	22.65273388501958	22.652729739682695	0.11311340289785216	0.11311339226603694	1.5617098653934312e-8	1.5617104369500653e-8	0.334371711739048	0.33437168031062015
-193.6000746489709	22.640144355009813	22.64014012127786	0.11330067185544658	0.11330066141143753	1.563447150084002e-8	1.5634477348028295e-8	0.3349252928130684	0.33492526193979977
